"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"CHCHD7",6.25844712254175e-24,0.276435322308624,0.331,0.175,1.08828137013879e-19
"KRIT1",7.01452590628143e-24,0.327200648421745,0.339,0.183,1.21975590984328e-19
"BIRC5",8.34552286063096e-24,0.507597080082878,0.162,0.048,1.45120297023512e-19
"FDPS",8.43197737541968e-24,0.657383116761493,0.573,0.426,1.46623654581173e-19
"PCYOX1",8.8192148663185e-24,0.341588782656789,0.323,0.17,1.53357327310412e-19
"DNAJB11",9.17994787857763e-24,0.401239146173126,0.464,0.307,1.59630113660586e-19
"MVP",9.395582700536e-24,0.350239788236292,0.4,0.24,1.63379787579621e-19
"MRPL2",9.52404673605611e-24,0.389215929117024,0.319,0.17,1.6561364869328e-19
"SLC10A1",9.59660178775444e-24,0.293496259406186,0.106,0.016,1.66875308487262e-19
"DDIT3",9.98771448739007e-24,0.662657000978225,0.454,0.308,1.73676367221226e-19
"UFC1",1.00521227084833e-23,0.606017124607013,0.603,0.476,1.74796361777817e-19
"ELF1",1.03482439179838e-23,-0.347052039063224,0.286,0.45,1.7994561348982e-19
"LYZ",1.08899855255563e-23,-0.279886318848458,0.564,0.342,1.89365958303899e-19
"RAB1A",1.13285322508869e-23,0.478863789420615,0.651,0.52,1.96991847310672e-19
"IPO5",1.13684891754272e-23,0.269301139946517,0.282,0.136,1.97686658271503e-19
"RCN1",1.21877265520785e-23,0.372230469586973,0.467,0.303,2.11932377014094e-19
"H2AZ2",1.23022207823648e-23,0.455638647186412,0.571,0.437,2.13923317184541e-19
"STIP1",1.25474991712461e-23,0.343830686714228,0.359,0.205,2.18188463088798e-19
"FUCA2",1.45846298626664e-23,0.394152737669176,0.296,0.153,2.53612128681905e-19
"SMIM14",1.50037812444521e-23,0.498278459775786,0.455,0.309,2.60900752059778e-19
"VNN2",1.66572262297722e-23,0.285790612056416,0.161,0.049,2.89652506909508e-19
"FAM99A",1.68137928394868e-23,0.59717849239385,0.134,0.033,2.92375043685836e-19
"FAM89B",1.7389225661296e-23,0.271538949405625,0.219,0.088,3.02381245024277e-19
"CFAP97",1.78355189369083e-23,0.281718027001661,0.305,0.154,3.10141838793899e-19
"GPS1",1.92449772333754e-23,0.335855521697594,0.334,0.185,3.34650909111166e-19
"SND1",2.02207114093754e-23,0.307983815231546,0.317,0.168,3.51617950697628e-19
"HSBP1",2.06825826704124e-23,0.593411156881421,0.659,0.557,3.59649430055802e-19
"AP2B1",2.14619061410917e-23,0.334666847326365,0.339,0.189,3.73201085887443e-19
"CD164",2.21715026858131e-23,0.418751028319895,0.643,0.528,3.85540260203604e-19
"SCAND1",2.26597297873017e-23,0.511977921615516,0.641,0.516,3.9403004127139e-19
"G3BP1",2.31310081701154e-23,0.379159895910089,0.479,0.322,4.02225101070137e-19
"MESD",2.41218092635151e-23,0.360685352677013,0.455,0.294,4.19454141283264e-19
"MAPK1",2.47673921932638e-23,0.314726761474048,0.359,0.206,4.30680182848664e-19
"DHRS7",2.58333133676767e-23,0.481035902231151,0.443,0.295,4.4921548615053e-19
"MRPS14",2.60710130785648e-23,0.382005700348208,0.385,0.229,4.53348846423164e-19
"MRPL11",2.7329678223784e-23,0.359699568531458,0.423,0.268,4.7523577463338e-19
"STX7",2.90373086893997e-23,0.368823838502082,0.395,0.241,5.04929760799972e-19
"FXYD1",2.97407179542925e-23,0.733296750566057,0.322,0.179,5.17161344507193e-19
"CEP57",3.05957469082445e-23,0.279144961024314,0.314,0.164,5.32029442987464e-19
"CAST",3.21861078555525e-23,0.496119076867832,0.612,0.465,5.59684229500203e-19
"SPAG16",3.47467872889585e-23,0.253599227001206,0.253,0.115,6.042118841677e-19
"AGXT",3.68898130786212e-23,1.64565305292333,0.212,0.092,6.41476959624145e-19
"MRPS5",4.16153823797238e-23,0.347210495666557,0.434,0.277,7.23649884201018e-19
"CYP17A1",4.29037629057461e-23,0.568120886833247,0.125,0.028,7.46053533168019e-19
