"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"HMGCS1",7.15844835579331e-48,0.306557264602911,0.19,0.09,1.1482867007528e-43
"LINC01697",7.22022159618342e-48,0.342861522268158,0.11,0.036,1.15819574624378e-43
"NDUFB6",1.06173635533196e-47,0.301203204225637,0.412,0.279,1.70313128758799e-43
"COPG2",1.2269831714314e-47,0.266638403871555,0.195,0.094,1.96820370529312e-43
"SERBP1",1.3117603343924e-47,0.363084002547537,0.645,0.523,2.10419475239885e-43
"KMT5B",1.36028307190951e-47,0.302037765064976,0.307,0.187,2.18203007565005e-43
"RHEB",1.60803411463191e-47,0.257282685954117,0.35,0.222,2.57944752328104e-43
"SRRM2",2.8757288451239e-47,0.410083120519322,0.705,0.609,4.61295664046325e-43
"DAP3",3.00037420521197e-47,0.262150791926365,0.357,0.229,4.81290026258052e-43
"NDFIP1",3.01298547634711e-47,0.252510626703375,0.36,0.231,4.8331300026084e-43
"KAT6B",3.28757655829749e-47,0.281206806867429,0.322,0.2,5.273601557165e-43
"AHCYL1",4.51835385760426e-47,0.259585176569416,0.302,0.182,7.24789142298299e-43
"SCAND1",4.82358766075512e-47,0.257442788153174,0.34,0.215,7.73751696661729e-43
"EIF2A",5.44077294413077e-47,0.251523736784277,0.316,0.194,8.72754387968016e-43
"ELOC",6.2684686087387e-47,0.285405470495544,0.399,0.267,1.00552504952778e-42
"FLRT2",1.25818382019476e-46,-0.341441007697063,0.042,0.125,2.01825266597442e-42
"LAMTOR4",1.26609388216672e-46,0.286179469357014,0.351,0.229,2.03094119638363e-42
"NAA38",1.45005559945589e-46,0.275846426426138,0.374,0.247,2.32603418708719e-42
"APEX1",1.57088449765587e-46,0.261634864811646,0.35,0.224,2.51985582268978e-42
"OST4",1.80282544141842e-46,0.367247982454535,0.607,0.489,2.89191229057929e-42
"DDX27",1.84635922837539e-46,0.276269592278393,0.334,0.211,2.96174483823696e-42
"BTG3",2.20047281265205e-46,0.258597761613361,0.355,0.226,3.52977843877515e-42
"PLAUR",2.20270752277631e-46,-0.31891506560245,0.095,0.2,3.53336313728548e-42
"ZFR",2.47859209507091e-46,0.337821747669693,0.397,0.269,3.97590957970325e-42
"ATP6V1F",2.97327786870658e-46,0.264889585964592,0.291,0.175,4.76943502919223e-42
"NTM",4.08965093154797e-46,-0.265078607438135,0.029,0.104,6.56020905929609e-42
"PHACTR4",5.27356960143109e-46,0.285747654016799,0.331,0.207,8.45933299765562e-42
"SRPK2",5.43990729149658e-46,0.291899696595635,0.444,0.31,8.72615528628966e-42
"CLTA",7.11545336160974e-46,0.364617638328788,0.506,0.381,1.14138987373582e-41
"FBL",7.63350870864251e-46,0.252027768531132,0.288,0.17,1.22449113195335e-41
"POGZ",7.83204823359127e-46,0.276388788029736,0.383,0.254,1.25633885715038e-41
"NDUFB11",1.15786696352187e-45,0.337637182894189,0.382,0.259,1.85733439618543e-41
"COL4A1",1.17256496475148e-45,-0.628891530069575,0.071,0.163,1.88091145995785e-41
"SLC25A5",1.57702083655579e-45,0.437840483192655,0.449,0.334,2.52969912391915e-41
"ANTXR1",1.82153252519415e-45,-0.414826849134723,0.159,0.269,2.92192032366394e-41
"DYNLRB1",2.00269950429095e-45,0.292970392424264,0.401,0.274,3.21253027483312e-41
"USP2.AS1",2.41052469227893e-45,-0.32164527006701,0.102,0.205,3.86672265888463e-41
"CCT2",2.71864889877731e-45,0.270939632968703,0.361,0.234,4.36098469852868e-41
"MT.ND2",2.72757273354009e-45,1.00447283957632,0.899,0.917,4.37529942187166e-41
"RPL4",2.8198342321646e-45,0.481408282185071,0.802,0.763,4.52329609181523e-41
"NFKB1",3.2928870308286e-45,-0.329955755807959,0.114,0.22,5.28212008615216e-41
"NOP58",4.10030758779711e-45,0.333833917021945,0.541,0.412,6.57730340158535e-41
"RNASET2",4.21088280090859e-45,0.292899981922178,0.278,0.164,6.75467710093747e-41
"RPS19",4.39189652007581e-45,0.623332692642415,0.919,0.921,7.0450412078536e-41
"KDM5B",4.8640237061054e-45,0.281043047299684,0.331,0.208,7.80238042696367e-41
"HNRNPU",5.29059571636483e-45,0.348759316807966,0.712,0.602,8.48664458862082e-41
"BRD2",8.84169584941243e-45,0.293056201858963,0.39,0.263,1.41829643120425e-40
"S100A4",9.89012552941983e-45,0.737112978460716,0.501,0.389,1.58647503617424e-40
"TRAPPC9",1.31234641957361e-44,0.257848238880465,0.221,0.118,2.10513489163803e-40
"TMCC1",1.37358120728333e-44,0.304218902614826,0.239,0.131,2.2033616146032e-40
"RCAN1",1.54588405806938e-44,-0.252122813657969,0.044,0.126,2.47975261754909e-40
"HOXB.AS3",1.64999196691577e-44,0.298514508554275,0.196,0.1,2.64675211412958e-40
"CEBPZ",1.72489571622551e-44,0.295628292208918,0.426,0.299,2.76690521839734e-40
"IFT57",1.8440355023778e-44,0.273138655869337,0.288,0.172,2.95801734936423e-40
"COX5A",2.24036355371735e-44,0.297009872533077,0.438,0.306,3.593767176518e-40
"DDX18",2.62357173858486e-44,0.269183730861253,0.379,0.252,4.20847142586397e-40
"PGK1",3.27155554910578e-44,0.454713908856497,0.434,0.319,5.24790225632059e-40
"CCDC47",3.2843755825832e-44,0.284851889478025,0.343,0.222,5.26846687202172e-40
"GART",3.71996354974739e-44,0.28974925402219,0.434,0.311,5.9671935301498e-40
"TMBIM6",4.17828390738434e-44,0.346181114719549,0.593,0.475,6.70238521583522e-40
"TRIM44",4.25580192354831e-44,0.282160206170096,0.31,0.195,6.82673186556384e-40
"HNRNPC",4.27168540164635e-44,0.399800980624524,0.622,0.518,6.85221055278091e-40
"PRKRIP1",5.11161822038144e-44,0.256306948639955,0.302,0.186,8.19954678731387e-40
"SRI",5.72607487030853e-44,0.320569296878107,0.339,0.221,9.18519669946192e-40
"COL8A1",6.11783629092831e-44,-0.666901954377985,0.164,0.27,9.8136211942781e-40
"SNRPB2",6.65004223044303e-44,0.280485268484531,0.4,0.273,1.06673327418537e-39
"HLA.DPA1",7.32990816709457e-44,-0.778927914133749,0.213,0.329,1.17579056908364e-39
"PRRX1",9.2693456227916e-44,-0.346749992383638,0.135,0.245,1.486895731352e-39
"ENY2",9.68732618663622e-44,0.279742955383994,0.397,0.274,1.55394399359832e-39
"NR4A2",1.04061941258363e-43,-0.364771671495973,0.249,0.374,1.6692575997254e-39
"SUPT16H",2.20434954122549e-43,0.274376764497898,0.387,0.26,3.53599709907981e-39
"APOC1",2.26717606348445e-43,-0.464378000913368,0.036,0.111,3.63677712343541e-39
"MRPL20",3.43124976944496e-43,0.263392811386607,0.323,0.207,5.50406775516666e-39
"BHLHE40",4.06534056137173e-43,0.409271881834297,0.425,0.301,6.52121279449639e-39
"DYNLL1",5.46132252629805e-43,0.288792976538404,0.509,0.383,8.7605074644347e-39
"GRINA",5.58468205804936e-43,0.302154363979138,0.257,0.15,8.95838848931698e-39
"YTHDC1",6.66119035465477e-43,0.358059101993185,0.475,0.355,1.06852154479017e-38
"IFI6",6.69432139531239e-43,0.490953413893187,0.625,0.513,1.07383609502206e-38
"CLEC2D",7.50992609481314e-43,-0.263503219696827,0.098,0.197,1.20466724486897e-38
"PABPC1",1.08639201813227e-42,0.555804139461871,0.92,0.91,1.74268143628597e-38
"MBD5",1.52964297731949e-42,0.30965838767917,0.344,0.227,2.45370029991819e-38
"PSMA7",2.18638048952822e-42,0.394653036496114,0.703,0.605,3.50717294325222e-38
"UTP23",2.82376867468232e-42,0.301688057955368,0.389,0.267,4.52960733105791e-38
"FMOD",4.58698363824492e-42,0.651226280447231,0.256,0.159,7.35798045410867e-38
"RPL22L1",5.44728288763337e-42,0.300139249678941,0.425,0.302,8.73798648005268e-38
"SH3BGRL3",5.62767965867378e-42,-0.276175460411726,0.266,0.387,9.02736094047861e-38
"ST6GALNAC5",1.03867730572569e-41,0.274659702881142,0.14,0.061,1.66614226611458e-37
